symbol,signal_date,entry_date,entry,stop,target,shares,partial_date,partial_exit,exit_date,exit,reason,bars_held,R,pnl,setup,adr_pct,rr_planned,chase_adr,resolution
PDD,2022-09-07,2022-09-07,68.44,63.64,72.19,247,,,2022-09-13,67.79,trail_ema,4,-0.14,-162.56,unr_pdl,7.26,2.53,0.59,exact
ENVX,2022-09-12,2022-09-12,22.27,20.31,26.09,627,,,2022-09-13,20.3,stop,1,-1.01,-1238.99,unr_ema8,11.25,8.74,0.59,exact
CCJ,2022-09-07,2022-09-07,29.15,27.78,29.66,867,,,2022-09-15,28.61,trail_ema,6,-0.4,-471.52,unr_pdl,5.31,6.07,0.8,exact
RBLX,2022-09-14,2022-09-14,45.09,42.42,53.88,1,,,2022-09-15,42.4,stop,1,-1.01,-2.69,unr_pdl,5.92,13.16,0.77,exact
SNOW,2022-09-07,2022-09-07,177.85,167.35,179.95,113,,,2022-09-16,184.58,trail_ema,7,0.64,760.35,unr_pdl,5.24,10.35,1.06,exact
PLUG,2022-09-08,2022-09-08,29.13,26.95,31.11,550,,,2022-09-16,28.24,trail_ema,6,-0.41,-494.28,unr_ema8,6.57,5.41,0.85,exact
ENVX,2022-09-13,2022-09-13,21.73,19.98,26.09,678,,,2022-09-16,21.73,trail_ema,3,-0.0,-1.17,unr_pdl,11.09,12.81,0.58,exact
COIN,2022-09-14,2022-09-14,78.74,73.87,79.0,95,,,2022-09-16,73.83,stop,2,-1.01,-466.13,unr_pdl,6.95,9.68,0.9,exact
RIVN,2022-09-13,2022-09-13,38.78,36.76,40.56,588,,,2022-09-19,37.92,trail_ema,4,-0.42,-504.71,unr_pdl,5.48,2.83,0.55,exact
PLUG,2022-09-16,2022-09-16,28.26,27.72,31.11,2151,,,2022-09-19,27.67,stop_gap,1,-1.1,-1286.22,unr_ema21,5.95,17.72,0.22,exact
PDD,2022-09-16,2022-09-16,65.7,63.16,71.62,334,,,2022-09-19,65.76,trail_ema,1,0.02,18.13,unr_ema21,6.53,6.91,0.37,exact
RUN,2022-09-07,2022-09-07,36.6,32.64,35.75,300,,,2022-09-20,34.4,trail_ema,9,-0.56,-658.65,unr_ema8,6.48,2.4,1.42,exact
SNOW,2022-09-19,2022-09-19,187.79,180.84,205.66,165,,,2022-09-20,182.65,trail_ema,1,-0.74,-848.96,unr_pdl,5.45,19.35,0.59,exact
ENVX,2022-09-19,2022-09-19,22.8,20.84,26.09,585,,,2022-09-20,22.21,trail_ema,1,-0.3,-346.62,unr_pdl,11.06,8.66,0.62,exact
NTLA,2022-09-19,2022-09-19,63.5,61.03,63.97,464,,,2022-09-20,62.5,trail_ema,1,-0.4,-465.39,unr_ema21,7.06,1.02,0.24,exact
PDD,2022-09-19,2022-09-19,65.82,63.7,71.62,455,,,2022-09-20,66.07,trail_ema,1,0.12,111.04,unr_ema21,6.48,10.8,0.36,exact
CELH,2022-09-19,2022-09-19,35.37,32.92,36.34,8,,,2022-09-20,34.06,trail_ema,1,-0.53,-10.46,unr_ema8,6.52,1.37,0.46,exact
MSTR,2022-10-05,2022-10-05,24.23,23.17,26.8,1064,,,2022-10-07,23.16,stop,2,-1.01,-1139.98,unr_pdl,6.87,10.04,0.49,exact
RBLX,2022-10-21,2022-10-21,42.83,40.78,42.98,545,,,2022-10-24,40.76,stop,1,-1.01,-1126.68,unr_pdl,6.92,3.82,0.63,exact
SNOW,2022-10-21,2022-10-21,177.19,166.21,189.75,101,,,2022-10-26,169.37,trail_ema,3,-0.71,-790.15,unr_pdl,6.29,3.91,0.6,exact
FSLR,2022-10-27,2022-10-27,131.25,128.38,140.14,404,,,2022-10-28,128.31,stop,1,-1.02,-1185.1,unr_pdl,5.03,23.32,0.37,exact
MSTR,2022-10-24,2022-10-24,23.77,22.56,23.53,908,,,2022-11-01,25.71,trail_ema,6,1.59,1757.22,unr_ema8,7.34,3.05,0.61,exact
RIVN,2022-10-31,2022-10-31,34.99,33.86,37.39,856,,,2022-11-01,33.85,stop,1,-1.02,-977.29,unr_pdl,6.83,13.87,0.41,exact
RBLX,2022-10-24,2022-10-24,41.87,40.29,44.3,695,,,2022-11-02,42.85,trail_ema,7,0.62,679.46,unr_pdl,6.8,5.43,0.38,exact
CELH,2022-10-31,2022-10-31,30.38,29.5,31.41,10,,,2022-11-02,29.49,stop,2,-1.02,-8.87,unr_ema8,6.83,6.99,0.32,exact
MSTR,2022-11-07,2022-11-07,26.68,25.9,29.0,1462,,,2022-11-08,24.79,stop_gap,1,-2.44,-2762.79,unr_ema8,8.15,12.93,0.28,exact
SHOP,2022-11-08,2022-11-08,32.82,31.56,36.4,879,,,2022-11-09,31.55,stop,1,-1.01,-1116.35,unr_ema8,6.6,3.44,0.08,exact
TCOM,2022-11-08,2022-11-08,27.05,26.14,27.58,761,,,2022-11-09,25.83,stop_gap,1,-1.34,-928.91,unr_pdl,5.4,1.08,0.17,exact
TOST,2022-11-15,2022-11-15,20.46,19.49,23.0,1245,,,2022-11-16,19.48,stop,1,-1.01,-1223.22,unr_ema8,7.45,5.14,0.27,exact
FSLR,2022-10-28,2022-10-28,132.74,127.22,140.14,208,,,2022-11-18,166.52,time_stop,15,6.13,7026.32,unr_pdl,5.22,7.81,0.61,exact
RUN,2022-11-17,2022-11-17,31.93,29.22,31.32,442,,,2022-11-21,29.2,stop,2,-1.01,-1203.3,unr_pdl,8.55,1.08,0.82,exact
GME,2022-11-17,2022-11-17,27.77,26.05,26.89,693,,,2022-11-21,26.03,stop,2,-1.01,-1206.19,unr_pdl,8.13,1.61,0.67,exact
DASH,2022-11-18,2022-11-18,58.32,56.59,65.49,683,,,2022-11-21,56.56,stop,1,-1.02,-1200.63,unr_pdl,7.24,5.01,0.06,exact
TCOM,2022-11-18,2022-11-18,28.23,27.74,28.44,275,,,2022-11-21,27.1,stop_gap,1,-2.3,-308.65,unr_ema8,5.27,1.74,0.16,exact
AMD,2022-11-21,2022-11-21,72.5,71.4,79.16,1050,,,2022-11-28,73.15,trail_ema,4,0.6,690.04,unr_pdl,5.27,8.98,0.08,exact
RUN,2022-11-21,2022-11-21,30.48,28.84,31.32,32,,,2022-11-29,30.72,trail_ema,5,0.15,7.98,unr_pdl,8.64,2.5,0.43,exact
FUTU,2022-11-08,2022-11-08,38.48,37.07,39.25,779,,,2022-11-30,59.1,time_stop,15,14.58,16058.9,unr_pdl,5.39,2.34,0.42,exact
RUN,2022-11-30,2022-11-30,32.6,30.47,32.53,594,,,2022-12-01,31.14,trail_ema,1,-0.68,-862.41,unr_pdl,7.94,7.37,0.88,exact
MRVL,2022-11-30,2022-11-30,45.94,41.98,45.62,319,,,2022-12-02,41.43,stop_gap,2,-1.14,-1436.97,unr_ema8,5.12,2.3,1.38,exact
MRNA,2022-11-30,2022-11-30,176.0,168.62,188.65,170,,,2022-12-05,175.84,trail_ema,3,-0.02,-26.51,unr_pdl,5.45,5.88,0.5,exact
AMC,2022-12-01,2022-12-01,81.74,71.79,79.9,127,,,2022-12-05,74.46,trail_ema,2,-0.73,-924.32,unr_ema8,9.58,1.38,1.04,exact
TTD,2022-12-02,2022-12-02,54.52,50.34,54.81,301,,,2022-12-05,50.81,trail_ema,1,-0.89,-1114.5,unr_pdl,7.09,3.21,0.95,exact
RUN,2022-12-02,2022-12-02,32.17,30.49,32.53,750,,,2022-12-05,31.05,trail_ema,1,-0.66,-833.71,unr_pdl,7.36,3.96,0.62,exact
SHOP,2022-11-30,2022-11-30,40.9,36.98,41.73,321,,,2022-12-06,38.95,trail_ema,4,-0.5,-625.93,unr_ema8,6.49,4.88,1.37,exact
SHOP,2022-12-07,2022-12-07,38.51,37.61,41.73,1332,,,2022-12-08,37.59,stop,1,-1.02,-1229.38,unr_ema21,6.21,21.38,0.3,exact
LI,2022-12-02,2022-12-02,22.79,20.73,21.18,449,,,2022-12-09,21.11,trail_ema,5,-0.82,-755.2,unr_pdl,7.47,4.13,1.46,exact
SHOP,2022-12-08,2022-12-08,38.66,36.44,41.73,553,,,2022-12-09,38.36,trail_ema,1,-0.13,-165.07,unr_pdl,6.24,3.14,0.39,exact
CELH,2022-12-07,2022-12-07,37.14,35.69,39.91,830,,,2022-12-15,35.67,stop,6,-1.01,-1218.66,unr_ema8,7.77,2.43,0.08,exact
FUTU,2022-12-12,2022-12-12,62.91,61.12,67.81,673,,,2022-12-16,63.88,trail_ema,4,0.55,656.23,unr_ema8,6.58,5.71,0.22,exact
TCOM,2022-11-28,2022-11-28,27.99,26.08,28.9,616,,,2022-12-19,34.34,time_stop,15,3.32,3910.27,unr_ema8,5.03,1.33,0.52,exact
LI,2022-12-21,2022-12-21,20.81,19.6,21.75,988,,,2022-12-22,20.42,trail_ema,1,-0.32,-385.93,unr_ema8,7.58,1.18,0.14,exact
LI,2023-01-06,2023-01-06,20.94,19.74,21.57,992,,,2023-01-17,21.85,trail_ema,6,0.76,901.34,unr_ema21,6.66,1.24,0.28,exact
CELH,2023-01-13,2023-01-13,36.75,34.77,37.1,331,,,2023-01-18,34.75,stop,2,-1.01,-660.26,unr_ema8,5.67,16.92,0.96,exact
RBLX,2023-01-12,2023-01-12,33.2,31.99,34.7,996,,,2023-01-19,33.39,trail_ema,4,0.16,195.92,unr_pdl,5.98,9.72,0.57,exact
CRSP,2023-01-17,2023-01-17,51.8,48.7,54.16,405,,,2023-01-19,48.68,stop,2,-1.01,-1263.88,unr_pdl,5.5,20.8,1.17,exact
MRNA,2023-01-13,2023-01-13,192.1,184.52,188.65,160,,,2023-01-25,192.97,trail_ema,7,0.12,140.4,unr_ema8,5.76,1.06,0.52,exact
SNOW,2023-01-20,2023-01-20,144.89,134.97,146.81,121,,,2023-01-25,134.9,stop,3,-1.01,-1209.14,unr_ema8,5.3,1.36,0.69,exact
DDOG,2023-01-23,2023-01-23,75.33,70.08,76.6,237,,,2023-01-25,69.33,stop_gap,2,-1.14,-1422.55,unr_ema8,5.44,6.93,1.19,exact
GME,2023-01-23,2023-01-23,21.67,19.29,27.87,1,,,2023-01-25,20.22,trail_ema,2,-0.61,-1.45,unr_ema8,8.72,9.86,1.0,exact
SHOP,2023-01-06,2023-01-06,36.87,34.88,41.73,596,,,2023-01-30,47.17,time_stop,15,5.17,6137.6,unr_pdl,5.26,13.19,0.8,exact
RBLX,2023-01-20,2023-01-20,35.4,33.21,34.7,550,,,2023-01-30,35.51,trail_ema,6,0.05,63.0,unr_ema8,5.62,1.31,0.93,exact
CRSP,2023-01-23,2023-01-23,51.35,49.01,54.16,6,,,2023-01-30,49.94,trail_ema,5,-0.6,-8.46,unr_ema8,5.75,10.34,0.72,exact
FUTU,2023-01-26,2023-01-26,52.44,50.13,51.29,83,,,2023-01-30,49.73,stop_gap,2,-1.17,-225.31,unr_pdl,8.57,1.43,0.48,exact
DASH,2023-01-31,2023-01-31,57.95,55.88,62.05,378,,,2023-02-03,59.01,trail_ema,3,0.51,401.26,unr_pdl,5.5,17.01,0.6,exact
DDOG,2023-01-26,2023-01-26,76.04,71.57,76.6,274,,,2023-02-06,76.92,trail_ema,7,0.2,242.08,unr_ema8,5.83,5.2,0.92,exact
SNOW,2023-01-26,2023-01-26,152.53,144.39,146.81,150,,,2023-02-06,157.99,trail_ema,7,0.67,819.71,unr_ema8,5.5,1.44,0.96,exact
GME,2023-02-01,2023-02-01,21.84,20.47,22.49,1,,,2023-02-07,21.21,trail_ema,4,-0.46,-0.63,unr_pdl,8.99,1.43,0.31,exact
DASH,2023-02-06,2023-02-06,59.71,57.86,62.05,720,,,2023-02-07,57.83,stop,1,-1.02,-1352.95,unr_pdl,5.56,3.07,0.26,exact
UPST,2023-01-27,2023-01-27,19.26,17.38,18.33,3,,,2023-02-08,18.95,trail_ema,8,-0.16,-0.93,unr_ema8,9.44,1.91,1.08,exact
RBLX,2023-01-31,2023-01-31,37.23,35.65,38.3,804,,,2023-02-08,37.49,trail_ema,6,0.17,211.16,unr_ema8,5.77,6.01,0.63,exact
CRSP,2023-01-31,2023-01-31,51.05,49.97,54.16,4,,,2023-02-08,53.36,trail_ema,6,2.16,9.27,unr_ema8,5.42,4.69,0.12,exact
AFRM,2023-02-07,2023-02-07,17.22,16.05,22.75,1117,,,2023-02-08,16.04,stop,1,-1.01,-1318.53,unr_pdl,11.97,7.34,0.21,exact
SNOW,2023-02-07,2023-02-07,160.85,154.03,162.7,1,,,2023-02-08,158.98,trail_ema,1,-0.27,-1.87,unr_pdl,5.28,2.14,0.52,exact
COIN,2023-01-20,2023-01-20,55.19,48.62,49.85,183,,,2023-02-09,59.6,trail_ema,14,0.67,807.51,unr_ema8,9.17,4.84,1.76,exact
LCID,2023-01-25,2023-01-25,88.74,81.83,89.55,175,,,2023-02-09,103.05,trail_ema,11,2.07,2503.22,unr_pdl,7.72,1.29,0.64,exact
NTLA,2023-02-06,2023-02-06,43.87,42.29,43.14,544,,,2023-02-09,42.27,stop,3,-1.01,-870.63,unr_pdl,6.3,5.65,0.61,exact
DASH,2023-02-07,2023-02-07,60.05,57.65,62.05,1,,,2023-02-10,57.62,stop,3,-1.01,-2.43,unr_pdl,5.4,11.28,0.68,exact
AI,2023-02-10,2023-02-10,23.0,21.43,30.92,788,,,2023-02-13,21.42,stop,1,-1.01,-1243.09,unr_pdl,13.24,9.48,0.26,exact
NTLA,2023-02-13,2023-02-13,41.34,39.26,46.03,2,,,2023-02-14,39.24,stop,1,-1.01,-4.2,unr_ema21,6.34,3.57,0.24,exact
DDOG,2023-02-10,2023-02-10,80.56,78.67,88.85,655,,,2023-02-16,82.43,trail_ema,4,0.99,1223.87,unr_ema8,5.62,4.79,0.02,exact
SNOW,2023-02-13,2023-02-13,162.04,156.65,178.7,231,,,2023-02-16,164.32,trail_ema,3,0.42,525.94,unr_ema8,5.39,5.12,0.21,exact
NET,2023-02-07,2023-02-07,58.4,55.15,65.51,384,,,2023-02-17,64.42,trail_ema,8,1.85,2311.14,unr_pdl,7.14,6.97,0.57,exact
DASH,2023-02-13,2023-02-13,59.32,57.3,62.05,151,,,2023-02-17,61.78,trail_ema,4,1.22,371.38,unr_ema21,5.25,4.88,0.39,exact
MSTR,2023-02-14,2023-02-14,27.13,24.3,30.34,3,,,2023-02-21,26.98,trail_ema,4,-0.05,-0.45,unr_ema8,8.24,2.19,0.46,exact
COIN,2023-02-17,2023-02-17,65.23,61.15,87.63,308,,,2023-02-21,62.04,trail_ema,1,-0.78,-983.64,unr_pdl,11.99,8.59,0.18,exact
AI,2023-02-17,2023-02-17,23.85,22.5,30.92,935,,,2023-02-21,22.49,stop,1,-1.01,-1271.51,unr_ema8,14.48,6.49,0.07,exact
TSLA,2023-02-17,2023-02-17,208.41,196.92,214.0,109,,,2023-02-21,197.27,trail_ema,1,-0.97,-1214.57,unr_pdl,6.56,2.47,0.56,exact
LCID,2023-02-17,2023-02-17,109.35,102.86,178.1,194,,,2023-02-21,102.81,stop,1,-1.01,-1269.22,unr_pdl,13.04,21.55,0.24,exact
GME,2023-02-17,2023-02-17,22.0,21.06,22.49,1338,,,2023-02-21,21.05,stop,1,-1.01,-1274.14,unr_ema8,8.93,12.05,0.45,exact
MSTR,2023-02-22,2023-02-22,26.87,26.14,30.34,1636,,,2023-02-23,26.56,trail_ema,1,-0.42,-506.69,unr_pdl,8.28,5.82,0.05,exact
AI,2023-02-22,2023-02-22,22.37,21.15,26.77,979,,,2023-02-23,22.86,trail_ema,1,0.4,477.15,unr_pdl,14.92,19.86,0.31,exact
TSLA,2023-02-22,2023-02-22,200.96,191.19,214.0,122,,,2023-02-24,196.78,trail_ema,2,-0.43,-509.82,unr_pdl,6.54,2.78,0.31,exact
NET,2023-02-23,2023-02-23,61.77,59.36,65.51,499,,,2023-02-24,59.33,stop,1,-1.01,-1216.66,unr_pdl,7.23,2.33,0.13,exact
TTD,2023-02-23,2023-02-23,56.28,54.68,58.39,753,,,2023-02-24,54.3,stop_gap,1,-1.24,-1487.39,unr_pdl,5.55,3.08,0.22,exact
TTD,2023-02-24,2023-02-24,55.0,53.95,58.39,1118,,,2023-02-27,55.05,trail_ema,1,0.05,61.46,unr_pdl,5.48,4.06,0.05,exact
TSLA,2023-02-24,2023-02-24,196.98,192.21,214.0,171,,,2023-03-01,202.67,trail_ema,3,1.19,973.02,unr_pdl,6.37,4.29,0.05,exact
AMC,2023-02-23,2023-02-23,62.33,58.8,65.5,340,,,2023-03-02,60.97,trail_ema,5,-0.39,-462.96,unr_pdl,11.06,3.79,0.35,exact
COIN,2023-02-28,2023-02-28,64.86,59.05,73.3,208,,,2023-03-02,59.02,stop,2,-1.01,-1216.05,unr_ema8,12.12,3.66,0.36,exact
AMC,2023-03-02,2023-03-02,61.03,58.64,65.5,486,,,2023-03-06,62.47,trail_ema,2,0.6,698.99,unr_ema21,12.53,5.04,0.17,exact
COIN,2023-03-03,2023-03-03,64.54,61.05,67.5,340,,,2023-03-06,62.74,trail_ema,1,-0.52,-613.24,unr_ema8,10.8,1.92,0.19,exact
TTD,2023-03-02,2023-03-02,56.42,54.36,58.39,565,,,2023-03-09,55.73,trail_ema,5,-0.33,-387.63,unr_pdl,5.05,4.19,0.46,exact
RBLX,2023-03-07,2023-03-07,41.59,40.23,41.58,862,,,2023-03-09,40.21,stop,2,-1.01,-1186.36,unr_pdl,5.04,3.32,0.54,exact
COIN,2023-03-08,2023-03-08,63.04,60.04,67.5,390,,,2023-03-09,60.01,stop,1,-1.01,-1181.17,unr_pdl,10.29,12.63,0.39,exact
RBLX,2023-03-13,2023-03-13,41.43,38.71,41.58,417,,,2023-03-22,42.83,trail_ema,7,0.51,582.91,unr_pdl,5.24,5.5,1.12,exact
MSTR,2023-03-23,2023-03-23,26.35,24.71,28.17,697,,,2023-03-27,24.7,stop,2,-1.01,-1148.81,unr_ema8,8.1,5.02,0.56,exact
AI,2023-03-27,2023-03-27,25.45,24.32,26.77,994,,,2023-03-28,24.31,stop,1,-1.01,-1135.82,unr_pdl,9.56,6.04,0.36,exact
GME,2023-03-24,2023-03-24,23.99,22.04,22.42,582,,,2023-04-04,22.34,trail_ema,7,-0.85,-962.14,unr_pdl,6.38,3.24,1.55,exact
AI,2023-03-29,2023-03-29,25.99,24.24,26.77,647,,,2023-04-04,24.23,stop,4,-1.01,-1139.42,unr_ema8,9.27,11.38,0.72,exact
FUTU,2023-03-29,2023-03-29,47.51,44.42,49.67,366,,,2023-04-05,46.42,trail_ema,5,-0.35,-400.79,unr_ema8,5.35,2.52,0.67,exact
ONON,2023-03-31,2023-03-31,31.05,29.79,31.94,154,,,2023-04-05,29.78,stop,3,-1.01,-195.36,unr_pdl,5.43,1.2,0.19,exact
NET,2023-04-06,2023-04-06,59.11,55.48,58.64,316,,,2023-04-10,58.83,trail_ema,1,-0.08,-88.15,unr_pdl,5.17,1.82,0.87,exact
FUTU,2023-04-06,2023-04-06,47.14,45.89,49.67,664,,,2023-04-10,46.17,trail_ema,1,-0.78,-643.9,unr_pdl,5.64,13.81,0.39,exact
ONON,2023-04-06,2023-04-06,29.39,28.17,31.94,10,,,2023-04-11,29.86,trail_ema,2,0.38,4.6,unr_pdl,5.84,3.55,0.25,exact
RBLX,2023-03-29,2023-03-29,43.03,41.88,45.49,987,,,2023-04-12,45.18,trail_ema,9,1.87,2118.0,unr_ema8,5.17,3.39,0.14,exact
FUTU,2023-04-11,2023-04-11,47.97,46.54,49.67,820,,,2023-04-12,46.52,stop,1,-1.02,-1187.99,unr_ema8,5.45,2.42,0.2,exact
MSTR,2023-03-28,2023-03-28,24.84,23.15,28.17,659,,,2023-04-17,31.29,trail_ema,13,3.82,4249.85,unr_ema21,8.6,2.01,0.0,exact
COIN,2023-04-14,2023-04-14,69.94,67.59,69.82,494,,,2023-04-17,67.09,stop_gap,1,-1.22,-1412.11,unr_pdl,8.48,3.87,0.34,exact
CRSP,2023-04-19,2023-04-19,53.51,50.83,53.5,428,,,2023-04-20,50.8,stop,1,-1.01,-1156.98,unr_pdl,5.34,1.76,0.7,exact
CRSP,2023-04-21,2023-04-21,52.04,49.49,51.56,457,,,2023-04-25,49.46,stop,2,-1.01,-1176.86,unr_pdl,5.4,10.24,0.94,exact
MSTR,2023-04-27,2023-04-27,31.88,29.51,34.76,487,,,2023-05-01,30.73,trail_ema,2,-0.49,-559.22,unr_pdl,5.87,44.33,1.29,exact
CRSP,2023-04-28,2023-04-28,48.96,47.68,51.56,140,,,2023-05-01,49.06,trail_ema,1,0.07,12.74,unr_pdl,5.49,8.25,0.32,exact
ONON,2023-04-13,2023-04-13,29.93,29.25,31.94,1681,,,2023-05-02,31.79,trail_ema,13,2.71,3125.2,unr_ema8,5.87,3.12,0.01,exact
MSTR,2023-05-02,2023-05-02,32.82,30.42,34.76,478,,,2023-05-03,30.4,stop,1,-1.01,-1153.32,unr_ema8,6.22,3.74,0.79,exact
VKTX,2023-05-03,2023-05-03,21.46,20.64,22.04,1405,,,2023-05-04,20.63,stop,1,-1.01,-1165.54,unr_pdl,7.2,6.04,0.45,exact
MSTR,2023-05-05,2023-05-05,32.69,31.11,33.29,591,,,2023-05-08,31.09,stop,1,-1.01,-943.05,unr_ema8,6.05,4.71,0.64,exact
AMC,2023-04-26,2023-04-26,51.93,50.32,55.0,714,,,2023-05-09,55.37,trail_ema,9,2.15,2460.69,unr_ema8,7.62,7.02,0.28,exact
MSTR,2023-05-10,2023-05-10,31.53,30.41,33.29,1117,,,2023-05-11,30.39,stop,1,-1.01,-1264.64,unr_ema8,5.97,3.69,0.27,exact
AMC,2023-05-10,2023-05-10,54.93,53.84,55.0,412,,,2023-05-11,53.81,stop,1,-1.02,-461.08,unr_ema21,6.34,1.69,0.19,exact
VKTX,2023-05-04,2023-05-04,21.68,20.47,22.04,970,,,2023-05-15,21.98,trail_ema,7,0.25,289.22,unr_pdl,7.08,5.44,0.7,exact
CRSP,2023-05-03,2023-05-03,49.21,47.47,55.36,660,,,2023-05-16,61.67,trail_ema,9,7.14,8220.01,unr_pdl,5.43,20.36,0.52,exact
COIN,2023-05-15,2023-05-15,60.8,57.01,63.75,319,,,2023-05-16,57.85,trail_ema,1,-0.78,-940.83,unr_ema8,7.08,3.44,0.58,exact
TGTX,2023-05-15,2023-05-15,31.17,30.24,35.67,1308,,,2023-05-16,29.66,stop_gap,1,-1.63,-1975.62,unr_pdl,7.55,23.56,0.34,exact
TGTX,2023-05-16,2023-05-16,30.41,29.06,35.67,856,,,2023-05-18,30.62,trail_ema,2,0.16,187.88,unr_pdl,7.57,4.16,0.02,exact
COIN,2023-05-17,2023-05-17,61.07,57.11,63.75,294,,,2023-05-19,57.08,stop,2,-1.01,-1173.53,unr_ema8,7.09,2.56,0.54,exact
CRSP,2023-05-17,2023-05-17,64.44,60.5,71.2,295,,,2023-05-19,62.1,trail_ema,2,-0.59,-691.27,unr_pdl,6.42,16.88,0.94,exact
NTLA,2023-05-18,2023-05-18,42.98,41.58,46.98,821,,,2023-05-19,42.0,trail_ema,1,-0.7,-806.62,unr_pdl,5.04,3.82,0.13,exact
TGTX,2023-05-18,2023-05-18,30.66,29.8,35.67,1351,,,2023-05-19,29.79,stop,1,-1.02,-1171.14,unr_pdl,7.71,24.88,0.29,exact
COIN,2023-05-22,2023-05-22,61.1,55.71,63.75,207,,,2023-05-23,59.07,trail_ema,1,-0.38,-420.23,unr_pdl,7.13,8.11,1.16,exact
NTLA,2023-05-22,2023-05-22,44.41,41.77,46.98,422,,,2023-05-24,41.74,stop,2,-1.01,-1125.58,unr_ema8,5.18,2.14,0.46,exact
CRSP,2023-05-22,2023-05-22,65.83,62.04,71.2,294,,,2023-05-25,63.82,trail_ema,3,-0.53,-592.36,unr_ema8,6.42,6.82,0.71,exact
LCID,2023-05-26,2023-05-26,78.74,75.01,78.2,312,,,2023-05-31,74.98,stop,2,-1.01,-1174.39,unr_ema8,5.22,8.55,0.9,exact
CRSP,2023-05-26,2023-05-26,64.69,62.7,71.2,145,,,2023-05-31,64.01,trail_ema,2,-0.34,-99.23,unr_ema8,6.74,3.95,0.06,exact
LCID,2023-05-31,2023-05-31,77.64,74.72,78.2,104,,,2023-06-01,67.77,stop_gap,1,-3.38,-1026.76,unr_pdl,5.06,1.2,0.36,exact
AI,2023-05-24,2023-05-24,27.86,26.18,34.68,655,,,2023-06-02,32.24,trail_ema,6,2.6,2868.86,unr_pdl,8.36,17.52,0.68,exact
COIN,2023-05-31,2023-05-31,62.23,59.02,63.25,395,,,2023-06-05,58.99,stop,3,-1.01,-1278.68,unr_pdl,6.63,19.46,0.8,exact
CRSP,2023-06-01,2023-06-01,64.55,62.62,71.2,110,,,2023-06-05,63.01,trail_ema,2,-0.8,-169.82,unr_pdl,7.05,20.55,0.35,exact
NET,2023-05-24,2023-05-24,56.26,54.63,60.22,677,,,2023-06-07,62.75,trail_ema,9,3.98,4394.06,unr_pdl,5.02,4.22,0.22,exact
MSTR,2023-06-06,2023-06-06,29.9,26.57,30.12,190,,,2023-06-07,29.07,trail_ema,1,-0.25,-157.79,unr_pdl,6.16,5.44,1.6,exact
SMCI,2023-06-05,2023-06-05,22.38,21.65,24.3,1661,,,2023-06-16,23.07,trail_ema,9,0.95,1143.23,unr_pdl,5.79,6.18,0.34,exact
AFRM,2023-06-15,2023-06-15,17.29,16.29,19.58,13,,,2023-06-16,16.66,trail_ema,1,-0.62,-8.15,unr_pdl,9.15,18.42,0.59,exact
UPST,2023-05-26,2023-05-26,24.88,23.39,29.99,776,,,2023-06-20,33.37,trail_ema,15,5.67,6588.91,unr_pdl,12.18,31.23,0.56,exact
MRVL,2023-06-14,2023-06-14,62.36,60.14,63.0,578,,,2023-06-20,60.07,stop_gap,3,-1.03,-1322.91,unr_pdl,5.02,1.73,0.41,exact
SNOW,2023-06-14,2023-06-14,181.16,170.69,185.0,65,,,2023-06-20,178.99,trail_ema,3,-0.21,-141.06,unr_ema8,5.17,2.95,0.8,exact
AI,2023-06-05,2023-06-05,35.34,30.34,44.02,241,,,2023-06-21,39.02,trail_ema,11,0.74,887.56,unr_pdl,12.16,50.72,1.43,exact
NET,2023-06-20,2023-06-20,67.21,65.88,72.0,910,,,2023-06-21,65.85,stop,1,-1.02,-1240.88,unr_pdl,5.37,3.83,0.01,exact
GME,2023-06-20,2023-06-20,24.59,23.65,26.55,1287,,,2023-06-21,24.42,trail_ema,1,-0.19,-224.59,unr_pdl,5.9,2.77,0.12,exact
UPST,2023-06-22,2023-06-22,32.01,30.23,32.02,673,,,2023-06-23,30.22,stop,1,-1.01,-1203.92,unr_pdl,11.68,3.52,0.41,exact
PDD,2023-06-22,2023-06-22,72.93,71.23,83.4,703,,,2023-06-23,71.19,stop,1,-1.02,-1218.28,unr_pdl,5.21,7.11,0.04,exact
MSTR,2023-06-20,2023-06-20,31.36,28.89,30.12,491,,,2023-06-26,30.56,trail_ema,4,-0.32,-391.31,unr_ema8,5.62,2.8,1.35,exact
SNOW,2023-06-23,2023-06-23,178.34,174.14,185.0,278,,,2023-06-26,174.05,stop,1,-1.02,-1192.06,unr_ema8,5.69,1.7,0.01,exact
SNOW,2023-06-27,2023-06-27,177.11,170.09,185.0,163,,,2023-06-29,175.68,trail_ema,2,-0.2,-232.5,unr_ema8,5.53,1.34,0.06,exact
AI,2023-07-05,2023-07-05,40.14,36.74,44.02,351,,,2023-07-06,36.72,stop,1,-1.01,-1201.03,unr_ema8,10.51,12.11,0.73,exact
AI,2023-07-06,2023-07-06,39.1,35.99,44.02,376,,,2023-07-14,37.21,trail_ema,6,-0.61,-709.95,unr_pdl,10.49,7.52,0.56,exact
UPST,2023-06-27,2023-06-27,33.66,30.13,38.84,325,,,2023-07-19,58.37,time_stop,15,7.02,8032.04,unr_ema8,11.2,2.67,0.34,exact
